#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
5bzd_B               -            232 IGHJ                 -             17   5.5e-10   37.3   0.1   1   1   5.4e-10   5.5e-10   37.3   0.1     4    17   115   128   113   128 0.94 mol:protein length:232  5G8 HIV Antibody heavy chain
5bzd_D               -            232 IGHJ                 -             17   5.5e-10   37.3   0.1   1   1   5.4e-10   5.5e-10   37.3   0.1     4    17   115   128   113   128 0.94 mol:protein length:232  5G8 HIV Antibody heavy chain
5bzw_B               -            232 IGHJ                 -             17   5.5e-10   37.3   0.1   1   1   5.4e-10   5.5e-10   37.3   0.1     4    17   115   128   113   128 0.94 mol:protein length:232  2B3 HIV Antibody heavy chain
7rdj_B               -            232 IGHJ                 -             17   5.5e-10   37.3   0.1   1   1   5.4e-10   5.5e-10   37.3   0.1     4    17   115   128   113   128 0.94 mol:protein length:232  PCDN-16B Fab heavy chain
7rdk_B               -            232 IGHJ                 -             17   5.5e-10   37.3   0.1   1   1   5.4e-10   5.5e-10   37.3   0.1     4    17   115   128   113   128 0.94 mol:protein length:232  PCDN-16B Fab heavy chain
7rdl_B               -            232 IGHJ                 -             17   5.5e-10   37.3   0.1   1   1   5.4e-10   5.5e-10   37.3   0.1     4    17   115   128   113   128 0.94 mol:protein length:232  PCDN-22A Fab heavy chain
7rdl_D               -            232 IGHJ                 -             17   5.5e-10   37.3   0.1   1   1   5.4e-10   5.5e-10   37.3   0.1     4    17   115   128   113   128 0.94 mol:protein length:232  PCDN-22A Fab heavy chain
7rdm_B               -            232 IGHJ                 -             17   5.5e-10   37.3   0.1   1   1   5.4e-10   5.5e-10   37.3   0.1     4    17   115   128   113   128 0.94 mol:protein length:232  PCDN-38B Fab heavy chain
6mtt_H               -            224 IGHJ                 -             17   5.5e-10   37.3   4.9   1   1   5.4e-10   5.5e-10   37.3   4.9     2    17   108   123   108   123 0.99 mol:protein length:224  Antibody VRC46.01 Fab heavy chain
7yck_C               -            224 IGHJ                 -             17   5.5e-10   37.3   6.3   1   1   5.5e-10   5.5e-10   37.3   6.3     1    17   105   121   105   121 0.99 mol:protein length:224  FP-12A Fab heavy chain
7yck_E               -            224 IGHJ                 -             17   5.5e-10   37.3   6.3   1   1   5.5e-10   5.5e-10   37.3   6.3     1    17   105   121   105   121 0.99 mol:protein length:224  FP-12A Fab heavy chain
8hhx_F               -            224 IGHJ                 -             17   5.5e-10   37.3   6.3   1   1   5.5e-10   5.5e-10   37.3   6.3     1    17   105   121   105   121 0.99 mol:protein length:224  FP-12A Fab heavy chain
8hhx_H               -            224 IGHJ                 -             17   5.5e-10   37.3   6.3   1   1   5.5e-10   5.5e-10   37.3   6.3     1    17   105   121   105   121 0.99 mol:protein length:224  FP-12A Fab heavy chain
6pdx_H               -            237 IGHJ                 -             17   5.5e-10   37.3   1.6   1   1   5.5e-10   5.5e-10   37.3   1.6     2    17   114   129   114   129 0.96 mol:protein length:237  C585 Fab heavy chain
6pdx_M               -            237 IGHJ                 -             17   5.5e-10   37.3   1.6   1   1   5.5e-10   5.5e-10   37.3   1.6     2    17   114   129   114   129 0.96 mol:protein length:237  C585 Fab heavy chain
6pdx_O               -            237 IGHJ                 -             17   5.5e-10   37.3   1.6   1   1   5.5e-10   5.5e-10   37.3   1.6     2    17   114   129   114   129 0.96 mol:protein length:237  C585 Fab heavy chain
8cim_D               -            231 IGHJ                 -             17   5.6e-10   37.3   2.7   1   1   5.5e-10   5.6e-10   37.3   2.7     3    17   112   126   111   126 0.98 mol:protein length:231  BA.2-07 FAB HEAVY CHAIN
8cim_F               -            231 IGHJ                 -             17   5.6e-10   37.3   2.7   1   1   5.5e-10   5.6e-10   37.3   2.7     3    17   112   126   111   126 0.98 mol:protein length:231  BA.2-07 FAB HEAVY CHAIN
8cim_H               -            231 IGHJ                 -             17   5.6e-10   37.3   2.7   1   1   5.5e-10   5.6e-10   37.3   2.7     3    17   112   126   111   126 0.98 mol:protein length:231  BA.2-07 FAB HEAVY CHAIN
6fg1_H               -            234 IGHJ                 -             17   5.6e-10   37.3   3.1   1   1   5.5e-10   5.6e-10   37.3   3.1     2    17   108   123   107   123 0.97 mol:protein length:234  HEAVY CHAIN OF FAB NATALIZUMAB
6fg2_H               -            234 IGHJ                 -             17   5.6e-10   37.3   3.1   1   1   5.5e-10   5.6e-10   37.3   3.1     2    17   108   123   107   123 0.97 mol:protein length:234  HEAVY CHAIN FAB NATALIZUMAB
6fg2_I               -            234 IGHJ                 -             17   5.6e-10   37.3   3.1   1   1   5.5e-10   5.6e-10   37.3   3.1     2    17   108   123   107   123 0.97 mol:protein length:234  HEAVY CHAIN FAB NATALIZUMAB
5c8j_A               -            239 IGHJ                 -             17   5.6e-10   37.3   3.0   1   1   5.5e-10   5.6e-10   37.3   3.0     2    17   116   131   115   131 0.97 mol:protein length:239  Antibody fragment, heavy chain
5c8j_C               -            239 IGHJ                 -             17   5.6e-10   37.3   3.0   1   1   5.5e-10   5.6e-10   37.3   3.0     2    17   116   131   115   131 0.97 mol:protein length:239  Antibody fragment, heavy chain
5c8j_E               -            239 IGHJ                 -             17   5.6e-10   37.3   3.0   1   1   5.5e-10   5.6e-10   37.3   3.0     2    17   116   131   115   131 0.97 mol:protein length:239  Antibody fragment, heavy chain
5c8j_G               -            239 IGHJ                 -             17   5.6e-10   37.3   3.0   1   1   5.5e-10   5.6e-10   37.3   3.0     2    17   116   131   115   131 0.97 mol:protein length:239  Antibody fragment, heavy chain
6woz_B               -            241 IGHJ                 -             17   5.6e-10   37.3   2.9   1   1   5.5e-10   5.6e-10   37.3   2.9     1    17   115   131   115   131 0.99 mol:protein length:241  251249 Fab heavy chain
6woz_E               -            241 IGHJ                 -             17   5.6e-10   37.3   2.9   1   1   5.5e-10   5.6e-10   37.3   2.9     1    17   115   131   115   131 0.99 mol:protein length:241  251249 Fab heavy chain
6woz_H               -            241 IGHJ                 -             17   5.6e-10   37.3   2.9   1   1   5.5e-10   5.6e-10   37.3   2.9     1    17   115   131   115   131 0.99 mol:protein length:241  251249 Fab heavy chain
6woz_K               -            241 IGHJ                 -             17   5.6e-10   37.3   2.9   1   1   5.5e-10   5.6e-10   37.3   2.9     1    17   115   131   115   131 0.99 mol:protein length:241  251249 Fab heavy chain
8csj_D               -            122 IGHJ                 -             17   5.7e-10   37.3   2.6   1   1   1.6e-09   1.6e-09   35.8   2.6     4    17   109   122   109   122 0.99 mol:protein length:122  4-33 heavy chain
8csj_F               -            122 IGHJ                 -             17   5.7e-10   37.3   2.6   1   1   1.6e-09   1.6e-09   35.8   2.6     4    17   109   122   109   122 0.99 mol:protein length:122  4-33 heavy chain
8csj_H               -            122 IGHJ                 -             17   5.7e-10   37.3   2.6   1   1   1.6e-09   1.6e-09   35.8   2.6     4    17   109   122   109   122 0.99 mol:protein length:122  4-33 heavy chain
5udc_B               -            228 IGHJ                 -             17   5.7e-10   37.2   0.9   1   1   5.6e-10   5.7e-10   37.2   0.9     3    17   112   126   111   126 0.97 mol:protein length:228  MEDI8897 Fab Heavy Chain
5udc_E               -            228 IGHJ                 -             17   5.7e-10   37.2   0.9   1   1   5.6e-10   5.7e-10   37.2   0.9     3    17   112   126   111   126 0.97 mol:protein length:228  MEDI8897 Fab Heavy Chain
5udc_H               -            228 IGHJ                 -             17   5.7e-10   37.2   0.9   1   1   5.6e-10   5.7e-10   37.2   0.9     3    17   112   126   111   126 0.97 mol:protein length:228  MEDI8897 Fab Heavy Chain
5udd_J               -            228 IGHJ                 -             17   5.7e-10   37.2   0.9   1   1   5.6e-10   5.7e-10   37.2   0.9     3    17   112   126   111   126 0.97 mol:protein length:228  MEDI8897 Fab Heavy Chain
5udd_K               -            228 IGHJ                 -             17   5.7e-10   37.2   0.9   1   1   5.6e-10   5.7e-10   37.2   0.9     3    17   112   126   111   126 0.97 mol:protein length:228  MEDI8897 Fab Heavy Chain
5udd_L               -            228 IGHJ                 -             17   5.7e-10   37.2   0.9   1   1   5.6e-10   5.7e-10   37.2   0.9     3    17   112   126   111   126 0.97 mol:protein length:228  MEDI8897 Fab Heavy Chain
5udd_M               -            228 IGHJ                 -             17   5.7e-10   37.2   0.9   1   1   5.6e-10   5.7e-10   37.2   0.9     3    17   112   126   111   126 0.97 mol:protein length:228  MEDI8897 Fab Heavy Chain
5udd_N               -            228 IGHJ                 -             17   5.7e-10   37.2   0.9   1   1   5.6e-10   5.7e-10   37.2   0.9     3    17   112   126   111   126 0.97 mol:protein length:228  MEDI8897 Fab Heavy Chain
5udd_O               -            228 IGHJ                 -             17   5.7e-10   37.2   0.9   1   1   5.6e-10   5.7e-10   37.2   0.9     3    17   112   126   111   126 0.97 mol:protein length:228  MEDI8897 Fab Heavy Chain
7chz_H               -            227 IGHJ                 -             17   5.7e-10   37.2   0.9   1   1   5.6e-10   5.7e-10   37.2   0.9     2    17   105   120   104   120 0.94 mol:protein length:227  heavy chain of antibody binding fragment of IgG26A
7sue_B               -            231 IGHJ                 -             17   5.8e-10   37.2   6.3   1   1   5.7e-10   5.8e-10   37.2   6.3     1    17   114   130   114   130 0.99 mol:protein length:231  S24-188 Fab Heavy chain
7sue_F               -            231 IGHJ                 -             17   5.8e-10   37.2   6.3   1   1   5.7e-10   5.8e-10   37.2   6.3     1    17   114   130   114   130 0.99 mol:protein length:231  S24-188 Fab Heavy chain
7sue_H               -            231 IGHJ                 -             17   5.8e-10   37.2   6.3   1   1   5.7e-10   5.8e-10   37.2   6.3     1    17   114   130   114   130 0.99 mol:protein length:231  S24-188 Fab Heavy chain
7sue_I               -            231 IGHJ                 -             17   5.8e-10   37.2   6.3   1   1   5.7e-10   5.8e-10   37.2   6.3     1    17   114   130   114   130 0.99 mol:protein length:231  S24-188 Fab Heavy chain
4jhw_H               -            230 IGHJ                 -             17   5.8e-10   37.2   0.9   1   1   5.7e-10   5.8e-10   37.2   0.9     3    17   112   126   111   126 0.97 mol:protein length:230  D25 antigen-binding fragment heavy chain
4jha_H               -            231 IGHJ                 -             17   5.8e-10   37.2   0.9   1   1   5.7e-10   5.8e-10   37.2   0.9     3    17   112   126   111   126 0.97 mol:protein length:231  D25 antigen-binding fragment heavy chain
8kg5_D               -            231 IGHJ                 -             17   5.8e-10   37.2   0.9   1   1   5.7e-10   5.8e-10   37.2   0.9     3    17   112   126   111   126 0.97 mol:protein length:231  D25 heavy chain
4nrx_A               -            234 IGHJ                 -             17   5.9e-10   37.2   6.3   1   1   5.8e-10   5.9e-10   37.2   6.3     1    17   114   130   114   130 0.99 mol:protein length:234  m66 Heavy Chain
4nrx_D               -            234 IGHJ                 -             17   5.9e-10   37.2   6.3   1   1   5.8e-10   5.9e-10   37.2   6.3     1    17   114   130   114   130 0.99 mol:protein length:234  m66 Heavy Chain
4nrx_H               -            234 IGHJ                 -             17   5.9e-10   37.2   6.3   1   1   5.8e-10   5.9e-10   37.2   6.3     1    17   114   130   114   130 0.99 mol:protein length:234  m66 Heavy Chain
4nrz_A               -            234 IGHJ                 -             17   5.9e-10   37.2   6.3   1   1   5.8e-10   5.9e-10   37.2   6.3     1    17   114   130   114   130 0.99 mol:protein length:234  M66.6 HEAVY CHAIN
4nrz_H               -            234 IGHJ                 -             17   5.9e-10   37.2   6.3   1   1   5.8e-10   5.9e-10   37.2   6.3     1    17   114   130   114   130 0.99 mol:protein length:234  M66.6 HEAVY CHAIN
4nry_A               -            235 IGHJ                 -             17   5.9e-10   37.2   6.3   1   1   5.8e-10   5.9e-10   37.2   6.3     1    17   114   130   114   130 0.99 mol:protein length:235  m66 Light Chain
4nry_H               -            235 IGHJ                 -             17   5.9e-10   37.2   6.3   1   1   5.8e-10   5.9e-10   37.2   6.3     1    17   114   130   114   130 0.99 mol:protein length:235  m66 Light Chain
7df1_E               -            140 IGHJ                 -             17   5.9e-10   37.2   3.2   1   1   2.2e-09   2.2e-09   35.4   3.2     4    17   112   125   111   125 0.96 mol:protein length:140  S1-F4 VH
7df1_F               -            140 IGHJ                 -             17   5.9e-10   37.2   3.2   1   1   2.2e-09   2.2e-09   35.4   3.2     4    17   112   125   111   125 0.96 mol:protein length:140  S1-F4 VH
7df1_G               -            140 IGHJ                 -             17   5.9e-10   37.2   3.2   1   1   2.2e-09   2.2e-09   35.4   3.2     4    17   112   125   111   125 0.96 mol:protein length:140  S1-F4 VH
