pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7ew5	T	U	0	P	protein	NA	major capsid protein l1	VIRAL PROTEIN	05/24/21	immune complex of HPV6 L1 pentamer and neutralizing antibody 13H5	HUMAN PAPILLOMAVIRUS TYPE 6; MUS MUSCULUS	mus musculus	mus musculus	human papillomavirus type 6	Wang, Z.P., Wang, D.N., Gu, Y., Li, S.W.	3.606	X-RAY DIFFRACTION	0.293	0.252	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
7ew5	N	O	0	J	protein	NA	light chain of 13h5	VIRAL PROTEIN	05/24/21	immune complex of HPV6 L1 pentamer and neutralizing antibody 13H5	HUMAN PAPILLOMAVIRUS TYPE 6; MUS MUSCULUS	mus musculus	mus musculus	human papillomavirus type 6	Wang, Z.P., Wang, D.N., Gu, Y., Li, S.W.	3.606	X-RAY DIFFRACTION	0.293	0.252	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
7ew5	H	I	0	D	protein	NA	major capsid protein l1	VIRAL PROTEIN	05/24/21	immune complex of HPV6 L1 pentamer and neutralizing antibody 13H5	HUMAN PAPILLOMAVIRUS TYPE 6; MUS MUSCULUS	mus musculus	mus musculus	human papillomavirus type 6	Wang, Z.P., Wang, D.N., Gu, Y., Li, S.W.	3.606	X-RAY DIFFRACTION	0.293	0.252	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
7ew5	E	F	0	A	protein	NA	light chain of 13h5	VIRAL PROTEIN	05/24/21	immune complex of HPV6 L1 pentamer and neutralizing antibody 13H5	HUMAN PAPILLOMAVIRUS TYPE 6; MUS MUSCULUS	mus musculus	mus musculus	human papillomavirus type 6	Wang, Z.P., Wang, D.N., Gu, Y., Li, S.W.	3.606	X-RAY DIFFRACTION	0.293	0.252	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
7zwf	B	B	0	A	protein	NA	gametocyte surface protein p45/48	CELL ADHESION	05/19/22	Pfs48/45 bound to scFv fragment of monoclonal antibody 32F3	Mus musculus; Plasmodium falciparum	mus musculus		plasmodium falciparum	Ko, K.T., Lennartz, F.L., Higgins, M.K.	2.132	X-RAY DIFFRACTION	0.286	0.276	True	True	unknown	unknown	unknown	None	None	None	None	None
6m38	H	L	0	A	protein	NA	sodium-dependent dopamine transporter	MEMBRANE PROTEIN	03/02/20	X-ray structure of a Drosophila dopamine transporter with subsiteB mutations (D121G/S426M) in S-duloxetine bound form	DROSOPHILA MELANOGASTER; MUS MUSCULUS	mus musculus	mus musculus	drosophila melanogaster	Shabareesh, P., Mallela, A.K., Joseph, D., Penmatsa, A.	3.001	X-RAY DIFFRACTION	0.244	0.215	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
2h2p	E	F	0	B	protein	NA	clc cl transporter	ION TRANSPORT	05/19/06	Crystal structure of CLC-ec1 in complex with Fab fragment in SeCN-	ESCHERICHIA COLI; MUS MUSCULUS	mus musculus	mus musculus	escherichia coli	Nguitragool, W., Miller, C.	3.1	X-RAY DIFFRACTION	0.280	0.278	False	False	IGHV4	IGKV4	Kappa	None	None	None	None	None
2h2p	C	D	0	A	protein	NA	clc cl transporter	ION TRANSPORT	05/19/06	Crystal structure of CLC-ec1 in complex with Fab fragment in SeCN-	ESCHERICHIA COLI; MUS MUSCULUS	mus musculus	mus musculus	escherichia coli	Nguitragool, W., Miller, C.	3.1	X-RAY DIFFRACTION	0.280	0.278	False	False	IGHV4	IGKV4	Kappa	None	None	None	None	None
3ra7	H	L	0	L	Hapten	DOG	DIGOXIGENIN	IMMUNE SYSTEM	03/27/11	Bispecific digoxigenin binding antibodies for targeted payload delivery	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Hopfner, K.P., Lammens, A.	2.798	X-RAY DIFFRACTION	0.231	0.204	False	True	IGHV5	IGKV10	Kappa	None	None	None	None	None
3ra7	I	M	0	M	Hapten	DOG	DIGOXIGENIN	IMMUNE SYSTEM	03/27/11	Bispecific digoxigenin binding antibodies for targeted payload delivery	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Hopfner, K.P., Lammens, A.	2.798	X-RAY DIFFRACTION	0.231	0.204	False	True	IGHV5	IGKV10	Kappa	None	None	None	None	None
7njz	H	L	0	C	peptide	NA	region from c-c chemokine receptor type 5 n-terminaldomain 	IMMUNE SYSTEM	02/17/21	X-ray crystallography study of RoAb13 which binds to PIYDIN, a part of the CCR5 N terminal domain	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Helliwell, J.R., Chayen, N., Saridakis, E., Govada, L.	3.2	X-RAY DIFFRACTION	0.292	0.269	False	False	IGHV5	IGKV8	Kappa	None	None	None	None	None
4f15	K	L	0	J	protein	NA	hemagglutinin	IMMUNE SYSTEM	05/06/12	Molecular basis of infectivity of 2009 pandemic H1N1 influenza A viruses	INFLUENZA A VIRUS; MUS MUSCULUS	mus musculus	mus musculus	influenza a virus	Kim, K.H., Cho, K.J., Lee, J.H., Park, Y.H., Khan, T.G., Lee, J.Y., Kang, S.H., Alam, I.	2.81	X-RAY DIFFRACTION	0.289	0.233	False	False	IGHV3	IGKV7	Kappa	None	None	None	None	None
4f15	H	I	0	G	protein	NA	hemagglutinin	IMMUNE SYSTEM	05/06/12	Molecular basis of infectivity of 2009 pandemic H1N1 influenza A viruses	INFLUENZA A VIRUS; MUS MUSCULUS	mus musculus	mus musculus	influenza a virus	Kim, K.H., Cho, K.J., Lee, J.H., Park, Y.H., Khan, T.G., Lee, J.Y., Kang, S.H., Alam, I.	2.81	X-RAY DIFFRACTION	0.289	0.233	False	False	IGHV3	IGKV7	Kappa	None	None	None	None	None
4f15	E	F	0	D	protein	NA	hemagglutinin	IMMUNE SYSTEM	05/06/12	Molecular basis of infectivity of 2009 pandemic H1N1 influenza A viruses	INFLUENZA A VIRUS; MUS MUSCULUS	mus musculus	mus musculus	influenza a virus	Kim, K.H., Cho, K.J., Lee, J.H., Park, Y.H., Khan, T.G., Lee, J.Y., Kang, S.H., Alam, I.	2.81	X-RAY DIFFRACTION	0.289	0.233	False	False	IGHV3	IGKV7	Kappa	None	None	None	None	None
4f15	B	C	0	A	protein	NA	hemagglutinin	IMMUNE SYSTEM	05/06/12	Molecular basis of infectivity of 2009 pandemic H1N1 influenza A viruses	INFLUENZA A VIRUS; MUS MUSCULUS	mus musculus	mus musculus	influenza a virus	Kim, K.H., Cho, K.J., Lee, J.H., Park, Y.H., Khan, T.G., Lee, J.Y., Kang, S.H., Alam, I.	2.81	X-RAY DIFFRACTION	0.289	0.233	False	False	IGHV3	IGKV7	Kappa	None	None	None	None	None
5k8a	V	M	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/27/16	NIST FAB	MUS MUSCULUS	mus musculus	mus musculus		Gallagher, D.T., Galvin, C.V., Karageorgos, I., Marino, J.P.	1.999	X-RAY DIFFRACTION	0.189	0.164	False	True	IGHV2	IGKV1	Kappa	None	None	None	None	None
5k8a	F	E	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/27/16	NIST FAB	MUS MUSCULUS	mus musculus	mus musculus		Gallagher, D.T., Galvin, C.V., Karageorgos, I., Marino, J.P.	1.999	X-RAY DIFFRACTION	0.189	0.164	False	True	IGHV2	IGKV1	Kappa	None	None	None	None	None
5k8a	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/27/16	NIST FAB	MUS MUSCULUS	mus musculus	mus musculus		Gallagher, D.T., Galvin, C.V., Karageorgos, I., Marino, J.P.	1.999	X-RAY DIFFRACTION	0.189	0.164	False	True	IGHV2	IGKV1	Kappa	None	None	None	None	None
5k8a	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/27/16	NIST FAB	MUS MUSCULUS	mus musculus	mus musculus		Gallagher, D.T., Galvin, C.V., Karageorgos, I., Marino, J.P.	1.999	X-RAY DIFFRACTION	0.189	0.164	False	True	IGHV2	IGKV1	Kappa	None	None	None	None	None
2zcl	H	L	0	P	protein	NA	prostate-specific antigen	IMMUNE SYSTEM	11/09/07	Crystal structure of human prostate specific antigen complexed with an activating antibody	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Menez, R., Stura, E., Jolivet-Reynaud, C.	3.25	X-RAY DIFFRACTION	0.251	0.201	False	False	IGHV1	IGKV3	Kappa	None	None	None	None	None
7jkt	H	L	0	G	protein	NA	hiv-1 gp120 core from strain d45-01dg5	Viral Protein/Immune System	07/28/20	Crystal structure of vaccine-elicited broadly neutralizing VRC01-class antibody 2413a in complex with HIV-1 gp120 core	HUMAN IMMUNODEFICIENCY VIRUS 1; MUS MUSCULUS	mus musculus	mus musculus	human immunodeficiency virus 1	Zhou, T., Chen, X., Kwong, P.D., Mascola, J.R.	2.75	X-RAY DIFFRACTION	0.252	0.197	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
6hgu	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/23/18	Crystal Structure of an anti-APP-tag Fab	MUS MUSCULUS	mus musculus	mus musculus		Rondeau, J.M., Goepfert, A.	1.5	X-RAY DIFFRACTION	0.207	0.187	False	True	IGHV8	IGKV1	Kappa	None	None	None	None	None
6hgu	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/23/18	Crystal Structure of an anti-APP-tag Fab	MUS MUSCULUS	mus musculus	mus musculus		Rondeau, J.M., Goepfert, A.	1.5	X-RAY DIFFRACTION	0.207	0.187	False	True	IGHV8	IGKV1	Kappa	None	None	None	None	None
1xf3	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/13/04	Structure of ligand-free Fab DNA-1 in space group P65	MUS MUSCULUS	mus musculus	mus musculus		Schuermann, J.P., Prewitt, S.P., Deutscher, S.L., Tanner, J.J.	2.3	X-RAY DIFFRACTION	0.243	0.208	False	True	IGHV1	IGKV12	Kappa	None	None	None	None	None
1xf3	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/13/04	Structure of ligand-free Fab DNA-1 in space group P65	MUS MUSCULUS	mus musculus	mus musculus		Schuermann, J.P., Prewitt, S.P., Deutscher, S.L., Tanner, J.J.	2.3	X-RAY DIFFRACTION	0.243	0.208	False	True	IGHV1	IGKV12	Kappa	None	None	None	None	None
5ebl	A	B	0	C	protein	NA	ph-gated potassium channel kcsa	MEMBRANE PROTEIN	10/19/15	KcsA T75G in the Conductive State	MUS MUSCULUS; STREPTOMYCES LIVIDANS	mus musculus	mus musculus	streptomyces lividans	Matulef, K., Valiyaveetil, F.I.	2.3	X-RAY DIFFRACTION	0.242	0.205	False	True	IGHV1	IGKV5	Kappa	None	None	None	None	None
4mqx	E	F	0	B	protein	NA	h(+)/cl(-) exchange transporter clca	metal transport, membrane protein	09/16/13	CLC-ec1 Fab Complex Cysless A399C-A432C mutant	ESCHERICHIA COLI; MUS MUSCULUS	mus musculus	mus musculus	escherichia coli	Basilio, D., Noack, K., Picollo, A., Accardi, A.	3.516	X-RAY DIFFRACTION	0.258	0.223	False	True	IGHV4	IGKV4	Kappa	None	None	None	None	None
4mqx	C	D	0	A	protein	NA	h(+)/cl(-) exchange transporter clca	metal transport, membrane protein	09/16/13	CLC-ec1 Fab Complex Cysless A399C-A432C mutant	ESCHERICHIA COLI; MUS MUSCULUS	mus musculus	mus musculus	escherichia coli	Basilio, D., Noack, K., Picollo, A., Accardi, A.	3.516	X-RAY DIFFRACTION	0.258	0.223	False	True	IGHV4	IGKV4	Kappa	None	None	None	None	None
5dqj	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/14/15	Structure of unliganded S55-5 Fab	MUS MUSCULUS	mus musculus	mus musculus		Haji-Ghassemi, O., Evans, S.V.	2.61	X-RAY DIFFRACTION	0.228	0.193	False	False	IGHV5	IGKV3	Kappa	None	None	None	None	None
5dqj	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/14/15	Structure of unliganded S55-5 Fab	MUS MUSCULUS	mus musculus	mus musculus		Haji-Ghassemi, O., Evans, S.V.	2.61	X-RAY DIFFRACTION	0.228	0.193	False	False	IGHV5	IGKV3	Kappa	None	None	None	None	None
1ub6	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/30/03	Crystal structure of Antibody 19G2 with sera ligand	MUS MUSCULUS	mus musculus	mus musculus		Beuscher, A.B., Wirsching, P., Lerner, R.A., Janda, K., Stevens, R.C.	2.12	X-RAY DIFFRACTION	0.292	0.264	False	True	IGHV5	IGKV2	Kappa	None	None	None	None	None
1ub6	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/30/03	Crystal structure of Antibody 19G2 with sera ligand	MUS MUSCULUS	mus musculus	mus musculus		Beuscher, A.B., Wirsching, P., Lerner, R.A., Janda, K., Stevens, R.C.	2.12	X-RAY DIFFRACTION	0.292	0.264	False	True	IGHV5	IGKV2	Kappa	None	None	None	None	None
6nex	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/18/18	Fab fragement of anti-cocaine antibody h2E2	MUS MUSCULUS	mus musculus	mus musculus		Pokkuluri, P.R., Tan, K.	2.15	X-RAY DIFFRACTION	0.254	0.214	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
6nex	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/18/18	Fab fragement of anti-cocaine antibody h2E2	MUS MUSCULUS	mus musculus	mus musculus		Pokkuluri, P.R., Tan, K.	2.15	X-RAY DIFFRACTION	0.254	0.214	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3bd5	NA	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/14/07	Crystal structure of single domain VL of an anti-DNA binding antibody 3D8 scFv and its active site revealed by complex structures of a small molecule and metals	MUS MUSCULUS		mus musculus		Park, S.K., Kim, J.S.	2.0	X-RAY DIFFRACTION	0.276	0.224	True	True	NA	IGKV8	Kappa	None	None	None	None	None
3bd5	NA	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/14/07	Crystal structure of single domain VL of an anti-DNA binding antibody 3D8 scFv and its active site revealed by complex structures of a small molecule and metals	MUS MUSCULUS		mus musculus		Park, S.K., Kim, J.S.	2.0	X-RAY DIFFRACTION	0.276	0.224	True	True	NA	IGKV8	Kappa	None	None	None	None	None
5ebw	A	B	0	C	protein	NA	ph-gated potassium channel kcsa	MEMBRANE PROTEIN	10/19/15	KcsA with G77ester mutation	MUS MUSCULUS; STREPTOMYCES LIVIDANS	mus musculus	mus musculus	streptomyces lividans	Matulef, K., Valiyaveetil, F.I.	2.3	X-RAY DIFFRACTION	0.249	0.222	False	True	IGHV1	IGKV5	Kappa	None	None	None	None	None
7c88	A	B	0	C	protein	NA	programmed cell death 1 ligand 1	IMMUNE SYSTEM	05/29/20	Complex structure of JS003 and PD-L1	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Bi, X., Shi, R., Chai, Y., Qi, J., Yan, J., Tan, S.	1.997	X-RAY DIFFRACTION	0.258	0.222	False	True	IGHV4	IGKV4	Kappa	None	None	None	None	None
7c88	H	L	0	M	protein	NA	programmed cell death 1 ligand 1	IMMUNE SYSTEM	05/29/20	Complex structure of JS003 and PD-L1	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Bi, X., Shi, R., Chai, Y., Qi, J., Yan, J., Tan, S.	1.997	X-RAY DIFFRACTION	0.258	0.222	False	True	IGHV4	IGKV4	Kappa	None	None	None	None	None
6njn	I	I	0	A	protein	NA	glutamate receptor 1	MEMBRANE PROTEIN	01/03/19	structure of a complex	MUS MUSCULUS; RATTUS NORVEGICUS	mus musculus		rattus norvegicus	Gouaux, E., Zhao, Y.	6.5	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
6njn	O	N	0	D	protein	NA	glutamate receptor 2	MEMBRANE PROTEIN	01/03/19	structure of a complex	MUS MUSCULUS; RATTUS NORVEGICUS	mus musculus	mus musculus	rattus norvegicus	Gouaux, E., Zhao, Y.	6.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGKV10	Kappa	None	None	None	None	None
6njn	K	J	0	B	protein	NA	glutamate receptor 2	MEMBRANE PROTEIN	01/03/19	structure of a complex	MUS MUSCULUS; RATTUS NORVEGICUS	mus musculus	mus musculus	rattus norvegicus	Gouaux, E., Zhao, Y.	6.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGKV10	Kappa	None	None	None	None	None
4mhj	K	J	0	G	protein	NA	hemagglutinin ha1 chain	VIRAL PROTEIN/IMMUNE SYSTEM	08/29/13	Crystal structure of Fab H5M9 in complex with influenza virus hemagglutinin from A/goose/Guangdong/1/96 (H5N1)	INFLUENZA A VIRUS; MUS MUSCULUS	mus musculus	mus musculus	influenza a virus	Zhu, X., Wilson, I.A.	6.98	X-RAY DIFFRACTION	0.387	0.377	False	True	IGHV1	IGKV3	Kappa	None	None	None
4mhj	H	L	0	A	protein	NA	hemagglutinin ha1 chain	VIRAL PROTEIN/IMMUNE SYSTEM	08/29/13	Crystal structure of Fab H5M9 in complex with influenza virus hemagglutinin from A/goose/Guangdong/1/96 (H5N1)	INFLUENZA A VIRUS; MUS MUSCULUS	mus musculus	mus musculus	influenza a virus	Zhu, X., Wilson, I.A.	6.98	X-RAY DIFFRACTION	0.387	0.377	False	True	IGHV1	IGKV3	Kappa	None	None	None
4mhj	W	V	0	S	protein	NA	hemagglutinin ha1 chain	VIRAL PROTEIN/IMMUNE SYSTEM	08/29/13	Crystal structure of Fab H5M9 in complex with influenza virus hemagglutinin from A/goose/Guangdong/1/96 (H5N1)	INFLUENZA A VIRUS; MUS MUSCULUS	mus musculus	mus musculus	influenza a virus	Zhu, X., Wilson, I.A.	6.98	X-RAY DIFFRACTION	0.387	0.377	False	True	IGHV1	IGKV3	Kappa	None	None	None
4mhj	R	Q	0	O	protein	NA	hemagglutinin ha1 chain	VIRAL PROTEIN/IMMUNE SYSTEM	08/29/13	Crystal structure of Fab H5M9 in complex with influenza virus hemagglutinin from A/goose/Guangdong/1/96 (H5N1)	INFLUENZA A VIRUS; MUS MUSCULUS	mus musculus	mus musculus	influenza a virus	Zhu, X., Wilson, I.A.	6.98	X-RAY DIFFRACTION	0.387	0.377	False	True	IGHV1	IGKV3	Kappa	None	None	None
4mhj	F	E	0	C	protein	NA	hemagglutinin ha1 chain	VIRAL PROTEIN/IMMUNE SYSTEM	08/29/13	Crystal structure of Fab H5M9 in complex with influenza virus hemagglutinin from A/goose/Guangdong/1/96 (H5N1)	INFLUENZA A VIRUS; MUS MUSCULUS	mus musculus	mus musculus	influenza a virus	Zhu, X., Wilson, I.A.	6.98	X-RAY DIFFRACTION	0.387	0.377	False	True	IGHV1	IGKV3	Kappa	None	None	None
4mhj	T	X	0	M	protein	NA	hemagglutinin ha1 chain	VIRAL PROTEIN/IMMUNE SYSTEM	08/29/13	Crystal structure of Fab H5M9 in complex with influenza virus hemagglutinin from A/goose/Guangdong/1/96 (H5N1)	INFLUENZA A VIRUS; MUS MUSCULUS	mus musculus	mus musculus	influenza a virus	Zhu, X., Wilson, I.A.	6.98	X-RAY DIFFRACTION	0.387	0.377	False	True	IGHV1	IGKV3	Kappa	None	None	None
4f9l	D	D	0	A	protein	NA	butyrophilin subfamily 3 member a1	IMMUNE SYSTEM	05/18/12	Crystal Structure of the Human BTN3A1 Ectodomain in Complex with the 20.1 Single Chain Antibody	HOMO SAPIENS; MUS MUSCULUS		mus musculus	homo sapiens	Palakodeti, A., Sandstrom, A., Sundaresan, L., Harly, C., Nedellec, S., Olive, D., Scotet, E., Bonneville, M., Adams, E.J.	3.1404	X-RAY DIFFRACTION	0.303	0.254	True	True	unknown	unknown	unknown	None	None	None	None	None
4f9l	C	C	0	B	protein	NA	butyrophilin subfamily 3 member a1	IMMUNE SYSTEM	05/18/12	Crystal Structure of the Human BTN3A1 Ectodomain in Complex with the 20.1 Single Chain Antibody	HOMO SAPIENS; MUS MUSCULUS		mus musculus	homo sapiens	Palakodeti, A., Sandstrom, A., Sundaresan, L., Harly, C., Nedellec, S., Olive, D., Scotet, E., Bonneville, M., Adams, E.J.	3.1404	X-RAY DIFFRACTION	0.303	0.254	True	True	unknown	unknown	unknown	None	None	None	None	None
3j8w	F	J	0	D	protein	NA	l1	VIRUS/IMMUNE SYSTEM	11/19/14	Cryo-EM reconstruction of quasi-HPV16 complex with H263.A2 Fab	MUS MUSCULUS; HUMAN PAPILLOMAVIRUS TYPE 16	mus musculus	mus musculus	human papillomavirus type 16	Guan, J., Hafenstein, S.	13	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV12	Kappa	None	None	None	None	None
3j8w	H	L	0	E	protein	NA	l1	VIRUS/IMMUNE SYSTEM	11/19/14	Cryo-EM reconstruction of quasi-HPV16 complex with H263.A2 Fab	MUS MUSCULUS; HUMAN PAPILLOMAVIRUS TYPE 16	mus musculus	mus musculus	human papillomavirus type 16	Guan, J., Hafenstein, S.	13	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV12	Kappa	None	None	None	None	None
3j8w	G	K	0	C	protein	NA	l1	VIRUS/IMMUNE SYSTEM	11/19/14	Cryo-EM reconstruction of quasi-HPV16 complex with H263.A2 Fab	MUS MUSCULUS; HUMAN PAPILLOMAVIRUS TYPE 16	mus musculus	mus musculus	human papillomavirus type 16	Guan, J., Hafenstein, S.	13	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV12	Kappa	None	None	None	None	None
3j8w	I	M	0	B | A	protein | protein	NA | NA	l1 | l1	VIRUS/IMMUNE SYSTEM	11/19/14	Cryo-EM reconstruction of quasi-HPV16 complex with H263.A2 Fab	MUS MUSCULUS; HUMAN PAPILLOMAVIRUS TYPE 16	mus musculus	mus musculus	human papillomavirus type 16 | human papillomavirus type 16	Guan, J., Hafenstein, S.	13	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV12	Kappa	None	None	None	None	None
7mhx	A	B	0	C	protein	NA	ph-gated potassium channel kcsa	MEMBRANE PROTEIN	04/15/21	KcsA E71V closed gate with Ba2+	MUS MUSCULUS; STREPTOMYCES LIVIDANS	mus musculus	mus musculus	streptomyces lividans	Rohaim, A., Li, J., Weingarth, M., Roux, B.	2.85	X-RAY DIFFRACTION	0.244	0.202	False	True	IGHV1	IGKV5	Kappa	None	None	None	None	None
3v6f	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/19/11	Crystal Structure of an anti-HBV e-antigen monoclonal Fab fragment (e6), unbound	MUS MUSCULUS	mus musculus	mus musculus		Dimattia, M.A., Watts, N.R., Stahl, S.J., Grimes, J.M., Steven, A.C., Stuart, D.I., Wingfield, P.T.	2.52	X-RAY DIFFRACTION	0.220	0.179	False	False	IGHV5	IGKV8	Kappa	None	None	None	None	None
3v6f	E	F	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/19/11	Crystal Structure of an anti-HBV e-antigen monoclonal Fab fragment (e6), unbound	MUS MUSCULUS	mus musculus	mus musculus		Dimattia, M.A., Watts, N.R., Stahl, S.J., Grimes, J.M., Steven, A.C., Stuart, D.I., Wingfield, P.T.	2.52	X-RAY DIFFRACTION	0.220	0.179	False	False	IGHV5	IGKV8	Kappa	None	None	None	None	None
3v6f	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/19/11	Crystal Structure of an anti-HBV e-antigen monoclonal Fab fragment (e6), unbound	MUS MUSCULUS	mus musculus	mus musculus		Dimattia, M.A., Watts, N.R., Stahl, S.J., Grimes, J.M., Steven, A.C., Stuart, D.I., Wingfield, P.T.	2.52	X-RAY DIFFRACTION	0.220	0.179	False	False	IGHV5	IGKV8	Kappa	None	None	None	None	None
3v6f	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/19/11	Crystal Structure of an anti-HBV e-antigen monoclonal Fab fragment (e6), unbound	MUS MUSCULUS	mus musculus	mus musculus		Dimattia, M.A., Watts, N.R., Stahl, S.J., Grimes, J.M., Steven, A.C., Stuart, D.I., Wingfield, P.T.	2.52	X-RAY DIFFRACTION	0.220	0.179	False	False	IGHV5	IGKV8	Kappa	None	None	None	None	None
2gjj	A	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/31/06	Crystal structure of a single chain antibody scA21 against Her2/ErbB2	MUS MUSCULUS		mus musculus		Zhu, Z.	2.1	X-RAY DIFFRACTION	0.226	0.189	True	True	unknown	unknown	unknown	None	None	None	None	None
2gjj	B	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/31/06	Crystal structure of a single chain antibody scA21 against Her2/ErbB2	MUS MUSCULUS		mus musculus		Zhu, Z.	2.1	X-RAY DIFFRACTION	0.226	0.189	True	True	unknown	unknown	unknown	None	None	None	None	None
4oz4	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/13/14	X-ray structure of the DC8E8 Fab apo-form crystallized at pH 8.5 and refined to 3.0 A.	MUS MUSCULUS	mus musculus	mus musculus		Skrabana, R., Kontsekova, E., Zilka, N., Kovacech, B., Novak, M.	3.0	X-RAY DIFFRACTION	0.288	0.225	False	False	IGHV1	IGKV8	Kappa	None	None	None	None	None
4oz4	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/13/14	X-ray structure of the DC8E8 Fab apo-form crystallized at pH 8.5 and refined to 3.0 A.	MUS MUSCULUS	mus musculus	mus musculus		Skrabana, R., Kontsekova, E., Zilka, N., Kovacech, B., Novak, M.	3.0	X-RAY DIFFRACTION	0.288	0.225	False	False	IGHV1	IGKV8	Kappa	None	None	None	None	None
4p3c	H	L	0	M	peptide	NA	matrix metalloproteinase-14	IMMUNE SYSTEM	03/06/14	MT1-MMP:Fab complex (Form I)	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Rozenberg, H., Udi, Y., Sagi, I.	1.943	X-RAY DIFFRACTION	0.200	0.153	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
1ghf	H	L	0	NA	NA	NA	NA	ANTIBODY FAB FRAGMENT	11/30/95	ANTI-ANTI-IDIOTYPE GH1002 FAB FRAGMENT	MUS MUSCULUS	mus musculus	mus musculus		Ban, N., Day, J., Wang, X., Ferrone, S., McPherson, A.	2.7	X-RAY DIFFRACTION	unknown	0.210	False	False	IGHV9	IGKV10	Kappa	None	None	None	None	None
5npi	A	A	0	D	peptide	NA	epitope peptide	VIRAL PROTEIN	04/16/17	Structure of the Hepatitis C virus strain J4 glycoprotein E2 antigenic region 532-540 bound to the single chain variable fragment of the non-neutralizing antibody DAO5	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus		hepatitis c virus	Vasiliauskaite, I., Rey, F.A., Krey, T.	2.0	X-RAY DIFFRACTION	0.217	0.197	True	True	unknown	unknown	unknown	None	None	None	None	None
5npi	B	B	0	E	peptide	NA	epitope peptide	VIRAL PROTEIN	04/16/17	Structure of the Hepatitis C virus strain J4 glycoprotein E2 antigenic region 532-540 bound to the single chain variable fragment of the non-neutralizing antibody DAO5	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus		hepatitis c virus	Vasiliauskaite, I., Rey, F.A., Krey, T.	2.0	X-RAY DIFFRACTION	0.217	0.197	True	True	unknown	unknown	unknown	None	None	None	None	None
